product,face_amount,age,gender,rate,glp15,premium_7p,premium_min
VY,1000000,37,Male,Standard,13035.87,36451.61,6986.64
VY,1000000,37,Male,Tobacco,13416.67,36451.61,9386.64
VY,1000000,38,Female,Standard,11717.76,33333.33,6386.64
VY,1000000,38,Female,Tobacco,11973.17,33333.33,8066.64
VY,1000000,38,Male,Standard,13676.5,37741.94,7466.64
VY,1000000,38,Male,Tobacco,14016.06,37741.94,9626.64
VY,1000000,39,Female,Standard,12232.53,34460.55,6746.64
VY,1000000,39,Female,Tobacco,12478.89,34460.55,8426.64
VY,1000000,39,Male,Standard,14323.14,39032.26,7706.64
VY,1000000,39,Male,Tobacco,14623.63,39032.26,10106.64
VY,1000000,40,Female,Standard,12809.42,35806.45,6986.64
VY,1000000,40,Female,Tobacco,13046.04,35806.45,8666.64
VY,1000000,40,Male,Standard,15053.85,40483.87,8186.64
VY,1000000,40,Male,Tobacco,15314.2,40483.87,10346.64
VY,1000000,41,Female,Standard,13354.51,36935.48,7346.64
VY,1000000,41,Female,Tobacco,13584.5,36935.48,8906.64
VY,1000000,41,Male,Standard,15804.13,42003.23,8666.64
VY,1000000,41,Male,Tobacco,16024.52,42003.23,10706.64
VY,1000000,42,Female,Standard,13963.6,38225.81,7586.64
VY,1000000,42,Female,Tobacco,14184.16,38225.81,9386.64
VY,1000000,42,Male,Standard,16574.12,43457.19,9026.64
VY,1000000,42,Male,Tobacco,16750.26,43457.19,11306.64
VY,1000000,43,Female,Standard,14647.67,39677.42,7826.64
VY,1000000,43,Female,Tobacco,14861.42,39677.42,9626.64
VY,1000000,43,Male,Standard,18198.07,46440.13,9986.64
VY,1000000,43,Male,Tobacco,17506.36,44983.82,11786.64
VY,1000000,44,Female,Standard,15303.02,41033.93,8306.64
VY,1000000,44,Female,Tobacco,15503.35,41033.93,10106.64
VY,1000000,44,Male,Standard,18198.07,46440.13,9986.64
VY,1000000,44,Male,Tobacco,18288.41,46440.13,12146.64
VY,1000000,45,Female,Standard,16025.57,42487.88,8546.64
VY,1000000,45,Female,Tobacco,16218.82,42487.88,10706.64
VY,1000000,45,Male,Standard,19117.95,48058.25,10346.64
VY,1000000,45,Male,Tobacco,19160.27,48058.25,12746.64
VY,1000000,46,Female,Standard,16799.1,43941.84,9026.64
VY,1000000,46,Female,Tobacco,16934.75,43941.84,10946.64
VY,1000000,46,Male,Standard,20066.64,49756.89,10946.64
VY,1000000,46,Male,Tobacco,20057.23,49756.89,13106.64
VY,1000000,47,Female,Standard,17652.01,45631.07,9386.64
VY,1000000,47,Female,Tobacco,17728.63,45631.07,11306.64
VY,1000000,47,Male,Standard,21039.41,51377.63,11306.64
VY,1000000,47,Male,Tobacco,20979.18,51377.63,13706.64
VY,1000000,48,Female,Standard,18476.1,47087.38,9746.64
VY,1000000,48,Female,Tobacco,18492.2,47087.38,11906.64
VY,1000000,48,Male,Standard,21039.41,51377.63,11306.64
VY,1000000,48,Male,Tobacco,22000.99,53246.75,14186.64
VY,1000000,49,Female,Standard,19391.21,48784.44,9986.64
VY,1000000,49,Female,Tobacco,19348.64,48784.44,12266.64
VY,1000000,49,Male,Standard,23237.4,55032.47,12386.64
VY,1000000,49,Male,Tobacco,23068.27,55032.47,14786.64
VY,1000000,50,Female,Standard,20332.2,50487.01,10346.64
VY,1000000,50,Female,Tobacco,20225.76,50487.01,12866.64
VY,1000000,50,Male,Standard,24412.86,56910.57,12986.64
VY,1000000,50,Male,Tobacco,24185.21,56910.57,15506.64
VY,1000000,51,Female,Standard,21372.41,52272.73,10706.64
VY,1000000,51,Female,Tobacco,21203.74,52272.73,13346.64
VY,1000000,51,Male,Standard,25631.11,58794.79,13346.64
VY,1000000,51,Male,Tobacco,25342.94,58794.79,16106.64
VY,1000000,52,Female,Standard,22382.69,53983.74,11186.64
VY,1000000,52,Female,Tobacco,22147.47,53983.74,13826.64
VY,1000000,52,Male,Standard,26990.18,60749.19,13826.64
VY,1000000,52,Male,Tobacco,26642.81,60749.19,16946.64
VY,1000000,53,Female,Standard,23486.03,55863.19,11546.64
VY,1000000,53,Female,Tobacco,23182.19,55863.19,14426.64
VY,1000000,53,Male,Standard,28404.53,62908.5,14426.64
VY,1000000,53,Male,Tobacco,27989.08,62908.5,17546.64
VY,1000000,54,Female,Standard,24639.47,57748.78,11786.64
VY,1000000,54,Female,Tobacco,24264,57748.78,14906.64
VY,1000000,54,Male,Standard,29869.29,64975.45,14786.64
VY,1000000,54,Male,Tobacco,29389.83,64975.45,18386.64
VY,1000000,55,Female,Standard,25846.42,59640.52,12146.64
VY,1000000,55,Female,Tobacco,25397.93,59640.52,15626.64
VY,1000000,55,Male,Standard,31485.37,67213.11,15146.64
VY,1000000,55,Male,Tobacco,30936.22,67213.11,18986.64
VY,1000000,56,Female,Standard,27149.75,61538.46,12626.64
VY,1000000,56,Female,Tobacco,26668.63,61538.46,16346.64
VY,1000000,56,Male,Standard,33196.23,69458.13,15506.64
VY,1000000,56,Male,Tobacco,32574.74,69458.13,19706.64
VY,1000000,57,Female,Standard,28580.23,63606.56,12986.64
VY,1000000,57,Female,Tobacco,28068.95,63606.56,16826.64
VY,1000000,57,Male,Standard,34982.43,71828.67,15986.64
VY,1000000,57,Male,Tobacco,34287.53,71828.67,20306.64
VY,1000000,58,Female,Standard,30001.25,65517.24,13346.64
VY,1000000,58,Female,Tobacco,29454.63,65517.24,17426.64
VY,1000000,58,Male,Standard,36847.67,74092.41,16466.64
VY,1000000,58,Male,Tobacco,36078.94,74092.41,21026.64
VY,1000000,59,Female,Standard,31543.8,67598.68,13826.64
VY,1000000,59,Female,Tobacco,30961.15,67598.68,18026.64
VY,1000000,59,Male,Standard,38828.1,76490.07,16826.64
VY,1000000,59,Male,Tobacco,37984.49,76490.07,21746.64
VY,1000000,60,Female,Standard,33170.23,69686.99,14186.64
VY,1000000,60,Female,Tobacco,32553.92,69686.99,18746.64
VY,1000000,60,Male,Standard,40901.41,78903.65,17306.64
VY,1000000,60,Male,Tobacco,39977.68,78903.65,22706.64
VY,1000000,61,Female,Standard,34854.92,71782.18,14666.64
VY,1000000,61,Female,Tobacco,34199.25,71782.18,19226.64
VY,1000000,61,Male,Standard,43160.95,81500,17786.64
VY,1000000,61,Male,Tobacco,42181.5,81500,23666.64
VY,1000000,62,Female,Standard,36714.16,74172.19,15146.64
VY,1000000,62,Female,Tobacco,36016.95,74172.19,19946.64
VY,1000000,62,Male,Standard,45571.12,84113.71,18146.64
VY,1000000,62,Male,Tobacco,44537.82,84113.71,24626.64
VY,1000000,63,Female,Standard,38575.99,76285.24,15506.64
VY,1000000,63,Female,Tobacco,37840.6,76285.24,20666.64
VY,1000000,63,Male,Standard,48079.7,86890.76,18506.64
VY,1000000,63,Male,Tobacco,46987.05,86890.76,25586.64
VY,1000000,64,Female,Standard,40630.47,78702.16,15986.64
VY,1000000,64,Female,Tobacco,39854.56,78702.16,21266.64
VY,1000000,64,Male,Standard,50768.84,89695.95,18986.64
VY,1000000,64,Male,Tobacco,49616.78,89695.95,26546.64
VY,1000000,65,Female,Standard,42786.53,81135.23,16586.64
VY,1000000,65,Female,Tobacco,41964.21,81135.23,22106.64
VY,1000000,65,Male,Standard,53575.91,92529.71,19346.64
VY,1000000,65,Male,Tobacco,52357.52,92529.71,27626.64
VY,1000000,66,Female,Standard,45273.67,83584.59,18026.64
VY,1000000,66,Female,Tobacco,44318.02,83584.59,23906.64
VY,1000000,66,Male,Standard,56808.32,95229.98,20786.64
VY,1000000,66,Male,Tobacco,55451.89,95229.98,29906.64
VY,1000000,67,Female,Standard,47973.57,86218.49,19706.64
VY,1000000,67,Female,Tobacco,46880.86,86218.49,25946.64
VY,1000000,67,Male,Standard,60246.53,98284.73,22466.64
VY,1000000,67,Male,Tobacco,58740.42,98284.73,32306.64
VY,1000000,68,Female,Standard,50855.93,88870.15,21386.64
VY,1000000,68,Female,Tobacco,49626.99,88870.15,28106.64
VY,1000000,68,Male,Standard,64003.23,101379.31,24146.64
VY,1000000,68,Male,Tobacco,62337.53,101379.31,34946.64
VY,1000000,69,Female,Standard,53815.43,91525.42,23186.64
VY,1000000,69,Female,Tobacco,52433.64,91525.42,30386.64
VY,1000000,69,Male,Standard,67902.04,104513.89,26066.64
VY,1000000,69,Male,Tobacco,66074.91,104513.89,37826.64
VY,1000000,70,Female,Standard,57079.99,94378.19,25106.64
VY,1000000,70,Female,Tobacco,55542.08,94378.19,32906.64
VY,1000000,70,Male,Standard,72141.24,107692.31,27986.64
VY,1000000,70,Male,Tobacco,70139.16,107692.31,41066.64
VY,1000000,71,Female,Standard,60460.87,97431.51,26306.64
VY,1000000,71,Female,Tobacco,58863.11,97431.51,35066.64
VY,1000000,71,Male,Standard,76664.45,111287.48,29786.64
VY,1000000,71,Male,Tobacco,74614.72,111287.48,43946.64
VY,1000000,72,Female,Standard,63953.13,100344.23,27626.64
VY,1000000,72,Female,Tobacco,62298.32,100344.23,37466.64
VY,1000000,72,Male,Standard,81524.28,115151.52,31706.64
VY,1000000,72,Male,Tobacco,79426.52,115151.52,47186.64
VY,1000000,73,Female,Standard,67675.43,103466.2,29066.64
VY,1000000,73,Female,Tobacco,65954.76,103466.2,40106.64
VY,1000000,73,Male,Standard,86656.9,118918.92,33746.64
VY,1000000,73,Male,Tobacco,84502.51,118918.92,50546.64
VY,1000000,74,Female,Standard,71728.82,106631.76,30506.64
VY,1000000,74,Female,Tobacco,69937.88,106631.76,42986.64
VY,1000000,74,Male,Standard,92336.29,122950.82,36026.64
VY,1000000,74,Male,Tobacco,90121.65,122950.82,54266.64
VY,1000000,75,Female,Standard,76093.73,110211.27,32066.64
VY,1000000,75,Female,Tobacco,74235.67,110211.27,46226.64
VY,1000000,75,Male,Standard,98369.34,127121.77,38546.64
VY,1000000,75,Male,Tobacco,96098.01,127121.77,58106.64
